date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:04:55	28618/28618	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:38%20GMT	https://willinkschool.org.uk/Curriculum/Social-Science/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Curriculum/Social-Science/index.html	(from https://willinkschool.org.uk/)
08:04:55	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:38%20GMT	https://willinkschool.org.uk/Pastoral/LSU	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Pastoral/LSU.3d.delayed	(from https://willinkschool.org.uk/)
08:04:56	29033/29033	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:40%20GMT	https://willinkschool.org.uk/Curriculum/Textiles-Technology/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Curriculum/Textiles-Technology/index.html	(from https://willinkschool.org.uk/)
08:04:56	177323/177323	---M--	200	added ('OK')	application/pdf	etag:%2236d6a52d5cfd71:0%22	https://willinkschool.org.uk/Curriculum/Extra-Curricular-Activities/Extra_Curricular_Activities_-_Autumn_2021___2021-11-01.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Curriculum/Extra-Curricular-Activities/Extra_Curricular_Activities_-_Autumn_2021___2021-11-01.pdf	(from https://willinkschool.org.uk/)
08:04:56	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:40%20GMT	https://willinkschool.org.uk/Curriculum/Duke-of-Edinburgh-Award-Scheme	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Curriculum/Duke-of-Edinburgh-Award-Scheme.3f.delayed	(from https://willinkschool.org.uk/)
08:04:56	35797/35797	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:40%20GMT	https://willinkschool.org.uk/Pastoral/LSU/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Pastoral/LSU/index.html	(from https://willinkschool.org.uk/)
08:04:57	160/160	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:40%20GMT	https://willinkschool.org.uk/Careers	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Careers.40.delayed	(from https://willinkschool.org.uk/)
08:04:57	32499/32499	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:41%20GMT	https://willinkschool.org.uk/Curriculum/Duke-of-Edinburgh-Award-Scheme/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Curriculum/Duke-of-Edinburgh-Award-Scheme/index.html	(from https://willinkschool.org.uk/)
08:04:57	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:41%20GMT	https://willinkschool.org.uk/Welcome-to-the-Willink-Sixth-Form	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Welcome-to-the-Willink-Sixth-Form.41.delayed	(from https://willinkschool.org.uk/)
08:04:57	67693/67693	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:41%20GMT	https://willinkschool.org.uk/Careers/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Careers/index.html	(from https://willinkschool.org.uk/)
08:04:57	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:41%20GMT	https://willinkschool.org.uk/Sixth-Form-Contact-Information	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form-Contact-Information.42.delayed	(from https://willinkschool.org.uk/)
08:04:57	27456/27456	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:41%20GMT	https://willinkschool.org.uk/Welcome-to-the-Willink-Sixth-Form/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Welcome-to-the-Willink-Sixth-Form/index.html	(from https://willinkschool.org.uk/)
08:04:58	26919/26919	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:42%20GMT	https://willinkschool.org.uk/Sixth-Form-Contact-Information/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form-Contact-Information/index.html	(from https://willinkschool.org.uk/)
08:04:58	174/174	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:42%20GMT	https://willinkschool.org.uk/Sixth-Form-Curriculum	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form-Curriculum.44.delayed	(from https://willinkschool.org.uk/)
08:04:58	174/174	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:42%20GMT	https://willinkschool.org.uk/Applications-for-2020	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Applications-for-2020.45.delayed	(from https://willinkschool.org.uk/)
08:04:59	44554/44554	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:43%20GMT	https://willinkschool.org.uk/Sixth-Form-Curriculum/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form-Curriculum/index.html	(from https://willinkschool.org.uk/)
08:04:59	103840/103840	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225e3d27bd1ed2d71:0%22	https://willinkschool.org.uk/Sixth-Form/Sixth_form_Application_Form_2022_entry.docx	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form/Sixth_form_Application_Form_2022_entry.docx	(from https://willinkschool.org.uk/)
08:04:59	25866/25866	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:43%20GMT	https://willinkschool.org.uk/Applications-for-2020/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Applications-for-2020/index.html	(from https://willinkschool.org.uk/)
08:05:00	1393179/1393179	---M--	200	added ('OK')	application/pdf	etag:%22e6326d2687afd71:0%22	https://willinkschool.org.uk/Sixth-Form-Handbook/Sixth_Form_Handbook_2021.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form-Handbook/Sixth_Form_Handbook_2021.pdf	(from https://willinkschool.org.uk/)
08:05:00	113527/113527	---M--	200	added ('OK')	application/pdf	etag:%22d779b8bb911d71:0%22	https://willinkschool.org.uk/Sixth-Form-Code-of-Conduct-Dress-Code/Sixth_Form_Code_of_Conduct___Dress_Code_-_Feb_2021.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form-Code-of-Conduct-Dress-Code/Sixth_Form_Code_of_Conduct___Dress_Code_-_Feb_2021.pdf	(from https://willinkschool.org.uk/)
08:05:00	127405/127405	---M--	200	added ('OK')	application/pdf	etag:%22c77655829fd4d71:0%22	https://willinkschool.org.uk/Sixth-Form/Sixth_Form_Home_School_Agreement_-_Sept_2021__.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form/Sixth_Form_Home_School_Agreement_-_Sept_2021__.pdf	(from https://willinkschool.org.uk/)
08:05:01	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:44%20GMT	https://willinkschool.org.uk/Announcements	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Announcements.4a.delayed	(from https://willinkschool.org.uk/)
08:05:01	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:45%20GMT	https://willinkschool.org.uk/UCAS-Information	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/UCAS-Information.4b.delayed	(from https://willinkschool.org.uk/)
08:05:01	174/174	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:45%20GMT	https://willinkschool.org.uk/Sixth-Form-Staff-List	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form-Staff-List.4c.delayed	(from https://willinkschool.org.uk/)
08:05:01	29401/29401	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:45%20GMT	https://willinkschool.org.uk/Announcements/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Announcements/index.html	(from https://willinkschool.org.uk/)
08:05:02	30491/30491	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:45%20GMT	https://willinkschool.org.uk/UCAS-Information/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/UCAS-Information/index.html	(from https://willinkschool.org.uk/)
08:05:02	171/171	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:45%20GMT	https://willinkschool.org.uk/16-19-Tuition-Fund	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/16-19-Tuition-Fund.4d.delayed	(from https://willinkschool.org.uk/)
08:05:02	24966/24966	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:46%20GMT	https://willinkschool.org.uk/Sixth-Form-Staff-List/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form-Staff-List/index.html	(from https://willinkschool.org.uk/)
08:05:02	172/172	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:46%20GMT	https://willinkschool.org.uk/Pastoral/Transition	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Pastoral/Transition.4e.delayed	(from https://willinkschool.org.uk/)
08:05:02	25214/25214	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:46%20GMT	https://willinkschool.org.uk/16-19-Tuition-Fund/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/16-19-Tuition-Fund/index.html	(from https://willinkschool.org.uk/)
08:05:02	301587/301587	---M--	200	added ('OK')	application/pdf	etag:%22cc673b852fd61:0%22	https://willinkschool.org.uk/Transition/Welcome.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Welcome.pdf	(from https://willinkschool.org.uk/)
08:05:03	30956/30956	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:46%20GMT	https://willinkschool.org.uk/Pastoral/Transition/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Pastoral/Transition/index.html	(from https://willinkschool.org.uk/)
08:05:03	172/172	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:46%20GMT	https://willinkschool.org.uk/Life-at-the-Willink	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Life-at-the-Willink.50.delayed	(from https://willinkschool.org.uk/)
08:05:03	26462/26462	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:47%20GMT	https://willinkschool.org.uk/Life-at-the-Willink/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Life-at-the-Willink/index.html	(from https://willinkschool.org.uk/)
08:05:03	245009/245009	---M--	200	added ('OK')	application/pdf	etag:%2270c7aa6c862fd61:0%22	https://willinkschool.org.uk/Transition/Welcome_from_Year_7.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Welcome_from_Year_7.pdf	(from https://willinkschool.org.uk/)
08:05:04	179999/179999	---M--	200	added ('OK')	application/pdf	etag:%22c4ef44e862fd61:0%22	https://willinkschool.org.uk/Transition/Peer_Mentors.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Peer_Mentors.pdf	(from https://willinkschool.org.uk/)
08:05:04	250406/250406	---M--	200	added ('OK')	application/pdf	etag:%2222786ff2872fd61:0%22	https://willinkschool.org.uk/Transition/Route_Map.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Route_Map.pdf	(from https://willinkschool.org.uk/)
08:05:04	2290585/2290585	---M--	200	added ('OK')	application/pdf	etag:%22b81ba05e103bd61:0%22	https://willinkschool.org.uk/Transition/Key_Staff.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Key_Staff.pdf	(from https://willinkschool.org.uk/)
08:05:04	171229/171229	---M--	200	added ('OK')	application/pdf	etag:%22c088f56a872fd61:0%22	https://willinkschool.org.uk/Transition/Willink_Ways.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Willink_Ways.pdf	(from https://willinkschool.org.uk/)
08:05:05	933740/933740	---M--	200	added ('OK')	application/pdf	etag:%22449df416862fd61:0%22	https://willinkschool.org.uk/Transition/Communication.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Communication.pdf	(from https://willinkschool.org.uk/)
08:05:05	262461/262461	---M--	200	added ('OK')	application/pdf	etag:%22113eed85852fd61:0%22	https://willinkschool.org.uk/Transition/Attendance___Punctuality.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Attendance___Punctuality.pdf	(from https://willinkschool.org.uk/)
08:05:06	582718/582718	---M--	200	added ('OK')	application/pdf	etag:%221ac4ae338862d71:0%22	https://willinkschool.org.uk/Transition/Uniform___PE_Kit.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Uniform___PE_Kit.pdf	(from https://willinkschool.org.uk/)
08:05:06	372585/372585	---M--	200	added ('OK')	application/pdf	etag:%222a45b68852fd61:0%22	https://willinkschool.org.uk/Transition/Curriculum.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Curriculum.pdf	(from https://willinkschool.org.uk/)
08:05:06	278791/278791	---M--	200	added ('OK')	application/pdf	etag:%226e4a4024872fd61:0%22	https://willinkschool.org.uk/Transition/Understanding_Your_Timetable.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Understanding_Your_Timetable.pdf	(from https://willinkschool.org.uk/)
08:05:07	137772/137772	---M--	200	added ('OK')	application/pdf	etag:%22d7f5404b872fd61:0%22	https://willinkschool.org.uk/Transition/Extra_Curricular_Actvities.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Extra_Curricular_Actvities.pdf	(from https://willinkschool.org.uk/)
08:05:07	175/175	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:50%20GMT	https://willinkschool.org.uk/French-Spanish-Lessons	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/French-Spanish-Lessons.5c.delayed	(from https://willinkschool.org.uk/)
08:05:07	27788/27788	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:51%20GMT	https://willinkschool.org.uk/French-Spanish-Lessons/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/French-Spanish-Lessons/index.html	(from https://willinkschool.org.uk/)
08:05:07	725002/725002	---M--	200	added ('OK')	application/pdf	etag:%2294c5cb9e872fd61:0%22	https://willinkschool.org.uk/Transition/House_System.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/House_System.pdf	(from https://willinkschool.org.uk/)
08:05:08	1574081/1574081	---M--	200	added ('OK')	application/pdf	etag:%22fcefe3a5852fd61:0%22	https://willinkschool.org.uk/Transition/School_Canteen_and_FSM.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/School_Canteen_and_FSM.pdf	(from https://willinkschool.org.uk/)
08:05:08	285028/285028	---M--	200	added ('OK')	application/pdf	etag:%22ee71f2fa852fd61:0%22	https://willinkschool.org.uk/Transition/School_Transport.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/School_Transport.pdf	(from https://willinkschool.org.uk/)
08:05:08	135867/135867	---M--	200	added ('OK')	application/pdf	etag:%224abb23bf872fd61:0%22	https://willinkschool.org.uk/Transition/Frequently_Asked_Questions.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Transition/Frequently_Asked_Questions.pdf	(from https://willinkschool.org.uk/)
08:05:08	40390560/40390560	---M--	200	added ('OK')	application/pdf	etag:%228f4844b877d5d71:0%22	https://willinkschool.org.uk/Sixth-Form/Sixth_Form_Prospectus___Course_Guide_2022_Entry.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form/Sixth_Form_Prospectus___Course_Guide_2022_Entry.pdf	(from https://willinkschool.org.uk/)
08:05:08	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:52%20GMT	https://willinkschool.org.uk/Mobius-Maths-Hub-20072021113649	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Mobius-Maths-Hub-20072021113649.61.delayed	(from https://willinkschool.org.uk/)
08:05:09	159/159	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:52%20GMT	https://willinkschool.org.uk/Alumni	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Alumni.62.delayed	(from https://willinkschool.org.uk/)
08:05:09	27485/27485	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:52%20GMT	https://willinkschool.org.uk/Mobius-Maths-Hub-20072021113649/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Mobius-Maths-Hub-20072021113649/index.html	(from https://willinkschool.org.uk/)
08:05:09	27220/27220	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:53%20GMT	https://willinkschool.org.uk/Alumni/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Alumni/index.html	(from https://willinkschool.org.uk/)
08:05:09	163/163	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:53%20GMT	https://willinkschool.org.uk/Heads-Blog	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Heads-Blog.64.delayed	(from https://willinkschool.org.uk/)
08:05:09	964558/964558	---M--	200	added ('OK')	application/pdf	etag:%22c5f8c2696a5d71:0%22	https://willinkschool.org.uk/Events/Open_Evening_Flyer_2021_Web.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Events/Open_Evening_Flyer_2021_Web.pdf	(from https://willinkschool.org.uk/)
08:05:10	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:53%20GMT	https://willinkschool.org.uk/News	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/News.65.delayed	(from https://willinkschool.org.uk/)
08:05:10	44881/44881	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:53%20GMT	https://willinkschool.org.uk/Heads-Blog/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Heads-Blog/index.html	(from https://willinkschool.org.uk/)
08:05:10	160/160	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:54%20GMT	https://willinkschool.org.uk/We-Link	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/We-Link.66.delayed	(from https://willinkschool.org.uk/)
08:05:10	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:54%20GMT	https://willinkschool.org.uk/News/Twitter	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/News/Twitter.67.delayed	(from https://willinkschool.org.uk/)
08:05:10	42214/42214	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:54%20GMT	https://willinkschool.org.uk/News/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/News/index.html	(from https://willinkschool.org.uk/)
08:05:11	24951/24951	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:54%20GMT	https://willinkschool.org.uk/We-Link/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/We-Link/index.html	(from https://willinkschool.org.uk/)
08:05:11	158/158	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:54%20GMT	https://willinkschool.org.uk/Diary	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Diary.68.delayed	(from https://willinkschool.org.uk/)
08:05:11	23659/23659	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:54%20GMT	https://willinkschool.org.uk/News/Twitter/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/News/Twitter/index.html	(from https://willinkschool.org.uk/)
08:05:11	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:55%20GMT	https://willinkschool.org.uk/Contact/Terms	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Contact/Terms.69.delayed	(from https://willinkschool.org.uk/)
08:05:12	34300/34300	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:55%20GMT	https://willinkschool.org.uk/Diary/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Diary/index.html	(from https://willinkschool.org.uk/)
08:05:12	34807/34807	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:55%20GMT	https://willinkschool.org.uk/index.asp	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/index-2.html	(from https://willinkschool.org.uk/)
08:05:12	172/172	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:56%20GMT	https://willinkschool.org.uk/News/Face-Coverings	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/News/Face-Coverings.6b.delayed	(from https://willinkschool.org.uk/)
08:05:12	27328/27328	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:56%20GMT	https://willinkschool.org.uk/Contact/Terms/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Contact/Terms/index.html	(from https://willinkschool.org.uk/)
08:05:13	163/163	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:56%20GMT	https://willinkschool.org.uk/Term-Dates	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Term-Dates.6c.delayed	(from https://willinkschool.org.uk/)
08:05:13	24319/24319	---M--	200	added ('OK')	text/html	date:Sun,%2014%20Nov%202021%2008:04:56%20GMT	https://willinkschool.org.uk/News/Face-Coverings/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/News/Face-Coverings/index.html	(from https://willinkschool.org.uk/)
08:05:13	176/176	---M--	302	error ('Object%20moved')	text/html	date:Sun,%2014%20Nov%202021%2008:04:56%20GMT	https://willinkschool.org.uk/Term-Dates/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Term-Dates/index.html	(from https://willinkschool.org.uk/)
08:05:13	158/158	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:57%20GMT	https://willinkschool.org.uk/legal	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/legal.6e.delayed	(from https://willinkschool.org.uk/)
08:05:14	2168/2168	---M-Z	403	error ('Forbidden')	text/html	date:Sun,%2014%20Nov%202021%2008:05:13%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/My%20Web%20Sites/sussy/translate.google.com/translate_a/element.6fa0d8.delayed	(from https://willinkschool.org.uk/)
08:05:14	823831/823831	---M--	200	added ('OK')	application/pdf	etag:%2296dd694d9dd4d71:0%22	https://willinkschool.org.uk/Sixth-Form/Open_Evening_Poster.pdf	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-Form/Open_Evening_Poster.pdf	(from https://willinkschool.org.uk/)
08:05:15	136/136	---M--	302	error ('Object%20moved')	text/html	date:Sun,%2014%20Nov%202021%2008:04:57%20GMT	https://willinkschool.org.uk/legal/	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/legal/index.html	(from https://willinkschool.org.uk/)
08:05:15	38440/38440	---M--	200	added ('OK')	application/javascript	etag:%2277047013f31fdbe56a9960c9c835d150%22	https://s3-eu-west-1.amazonaws.com/gsopublic/Cookie+Script/CookieScript_1.js	C:/My%20Web%20Sites/sussy/s3-eu-west-1.amazonaws.com/gsopublic/Cookie+Script/CookieScript_1.js	(from https://willinkschool.org.uk/)
08:05:15	1342/1342	---M--	200	added ('OK')	image/png	etag:%220d716695d3b923b0d95d04dbc70daab5%22	https://s3-eu-west-1.amazonaws.com/gsopublic/images/icons/ic-newsflash.png	C:/My%20Web%20Sites/sussy/s3-eu-west-1.amazonaws.com/gsopublic/images/icons/ic-newsflash.png	(from https://willinkschool.org.uk/)
08:05:15	174/174	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Nov%202021%2008:04:59%20GMT	https://willinkschool.org.uk/Sixth-form-Prospectus	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Sixth-form-Prospectus.72.delayed	(from https://willinkschool.org.uk/)
08:05:16	0/-1	---M--	301	error ('')			https://willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-.73.delayed	(from https://willinkschool.org.uk/Our-School/Term-Dates/)
08:05:16	0/-1	---M--	301	error ('')			https://willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-.74.delayed	(from https://willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-/)
08:05:16	0/-1	---M--	301	error ('')			https://willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-.75.delayed	(from https://willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-/)
08:05:16	0/-1	---M--	301	error ('')			https://willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-.76.delayed	(from https://willinkschool.org.uk/Payments-and-online-ordering/)
08:05:16	0/-1	---M--	301	error ('')			https://willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-.77.delayed	(from https://willinkschool.org.uk/Payments-and-online-ordering/)
08:05:16	1125/1125	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Nov%202021%2008:04:59%20GMT	https://willinkschool.org.uk/Payments-and-online-ordering/chrome-extension://hhojmcideegachlhfgfdhailpfhgknjm/web_accessible_resources/index.js	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Payments-and-online-ordering/chrome-extension_/hhojmcideegachlhfgfdhailpfhgknjm/web_accessible_resources/index.78.delayed	(from https://willinkschool.org.uk/Payments-and-online-ordering/)
08:05:16	0/-1	---M--	301	error ('')			https://willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-.79.delayed	(from https://willinkschool.org.uk/Contact/How-to-find-us/)
08:05:16	1125/1125	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Nov%202021%2008:04:59%20GMT	https://willinkschool.org.uk/Office@willink.w-berks.sch.uk	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/Office@willink.w-berks.sch.7a.delayed	(from https://willinkschool.org.uk/Contact/How-to-find-us/)
08:05:16	0/-1	---M--	301	error ('')			https://willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-	C:/My%20Web%20Sites/sussy/willinkschool.org.uk/NHS-Test-and-Trace-COVID-19-testing-for-Staff-and-.7b.delayed	(from https://willinkschool.org.uk/Our-School/Vacancies/)
